ID,name,acronym
1071,Left_posteromedial_visual_area_layer_1,VISpm1
1072,Right_posteromedial_visual_area_layer_1,VISpm1
1073,Left_posteromedial_visual_area_layer_2/3,VISpm2/3
1074,Right_posteromedial_visual_area_layer_2/3,VISpm2/3
1075,Left_posteromedial_visual_area_layer_4,VISpm4
1076,Right_posteromedial_visual_area_layer_4,VISpm4
1077,Left_posteromedial_visual_area_layer_5,VISpm5
1078,Right_posteromedial_visual_area_layer_5,VISpm5
1079,Left_posteromedial_visual_area_layer_6a,VISpm6a
1080,Right_posteromedial_visual_area_layer_6a,VISpm6a
1081,Left_posteromedial_visual_area_layer_6b,VISpm6b
1082,Right_posteromedial_visual_area_layer_6b,VISpm6b
1083,Left_Postrhinal_area_layers_1-6,VISpor_1-6
1084,Right_Postrhinal_area_layers_1-6,VISpor_1-6
1085,Left_Rostrolateral_visual_area_layers_1-6_,VISrl_1-6
1086,Right_Rostrolateral_visual_area_layers_1-6_,VISrl_1-6
1087,Left_lateral_ventricle,VL
1088,Right_lateral_ventricle,VL
1089,Left_Ventrolateral_preoptic_nucleus,VLPO
1090,Right_Ventrolateral_preoptic_nucleus,VLPO
1091,Left_Ventral_medial_nucleus_of_the_thalamus,VM
1092,Right_Ventral_medial_nucleus_of_the_thalamus,VM
1093,Left_Ventromedial_hypothalamic_nucleus,VMH
1094,Right_Ventromedial_hypothalamic_nucleus,VMH
1095,Left_vomeronasal_nerve,von
1096,Right_vomeronasal_nerve,von
1097,Left_Ventral_posterolateral_nucleus_of_the_thalamus,VPL
1098,Right_Ventral_posterolateral_nucleus_of_the_thalamus,VPL
1099,Left_Ventral_posterolateral_nucleus_of_the_thalamus_parvicellular_part,VPLpc
1100,Right_Ventral_posterolateral_nucleus_of_the_thalamus_parvicellular_part,VPLpc
1101,Left_Ventral_posteromedial_nucleus_of_the_thalamus,VPM
1102,Right_Ventral_posteromedial_nucleus_of_the_thalamus,VPM
1103,Left_Ventral_posteromedial_nucleus_of_the_thalamus_parvicellular_part,VPMpc
1104,Right_Ventral_posteromedial_nucleus_of_the_thalamus_parvicellular_part,VPMpc
1105,Left_ventricular_systems,VS
1106,Right_ventricular_systems,VS
1107,Left_Ventral_tegmental_area,VTA
1108,Right_Ventral_tegmental_area,VTA
1109,Left_ventral_tegmental_decussation,vtd
1110,Right_ventral_tegmental_decussation,vtd
1111,Left_Ventral_tegmental_nucleus,VTN
1112,Right_Ventral_tegmental_nucleus,VTN
1113,Left_vestibular_nerve,vVIIIn
1114,Right_vestibular_nerve,vVIIIn
1115,Left_Nucleus_x,x
1116,Right_Nucleus_x,x
1117,Left_Hypoglossal_nucleus,XII
1118,Right_Hypoglossal_nucleus,XII
1119,Left_Nucleus_y,y
1120,Right_Nucleus_y,y
1121,Left_Zona_incerta,ZI
1122,Right_Zona_incerta,ZI
